3.510175472787363526e-02,-2.270887105649822824e-02,1.534367386278469737e-03,4.963497212757495003e-02,-1.075565517836966391e-02,1.993461662077038871e-02,-1.114975713762555477e-02,2.664427076118660014e-03,-1.587584276577526897e-04,4.819955409919633726e-03,-1.783405351708437087e-02,3.140290706138807592e-02,-2.843464130082084748e-02,2.550310055420656336e-02,-2.384498436264215204e-02,-3.645327358179008270e-02,1.185638784526681956e-02,9.244440560505970406e-02,-3.713640836541545059e-02,-1.825358741638072324e-02,-9.288511702261201611e-03,4.250606886353074099e-02,1.532159068279490347e-02,-1.652361663739022532e-02,-6.609549162609094745e-03,-6.525129002447468615e-03,3.104915590765273611e-02,-1.357975268024542125e-02,-1.144588547270104090e-02,2.987972936089415611e-05
3.279852632769775234e-02,-2.200192734813244400e-02,-2.110674400074352870e-03,4.781064236058051031e-02,-1.725574074974265543e-02,1.357911894577070594e-02,-4.647018625229010214e-03,3.607164024858425591e-03,-4.571642012634131481e-03,1.458838296677993085e-02,-1.436370954973534286e-02,3.198194276453074358e-02,-2.764192991621158488e-02,1.904866160706356060e-02,-1.132731746534232191e-02,-3.410485584384990304e-02,1.235006532301464489e-02,5.333907069893337183e-02,-5.953658356893968065e-03,3.703666732866929025e-03,-1.183097427942142454e-02,5.255761762896779543e-02,9.073295017499182977e-03,1.095307923159064001e-02,-3.069886725190001248e-02,-8.389759424336449764e-03,2.291586451560000126e-02,1.910143731061324755e-03,-2.316887719734612647e-02,3.356304483639402925e-01
2.766780580390776345e-02,-2.139065647459181818e-02,-6.532616566060127361e-03,4.182054313755501074e-02,-1.557725219827010843e-02,1.109832065696958470e-02,-3.944641052983310914e-03,6.917679605483638416e-03,-1.443437101036286994e-02,2.222685567199151821e-02,-5.558683611502024391e-03,8.453003254224766838e-03,-3.063262521863864551e-02,7.767161804630384747e-03,7.928944600474122084e-03,-4.120773977028616142e-02,1.436768291026909242e-02,8.040623390131729220e-04,3.083058487797311897e-02,1.857721667449199060e-02,-4.150103873811795963e-04,4.141944227761043540e-02,-9.195824986220697134e-03,2.562607380109119259e-02,-2.444157899214918772e-02,1.422287508205865789e-02,9.143444758831810459e-03,1.087741818096320083e-02,-9.628696783853517641e-03,-2.047851854963872176e-01
2.014692628673546079e-02,-2.159440201668694215e-02,-8.086363108937504041e-03,3.290582136789327317e-02,-7.700822950313462867e-03,9.828631921709574115e-03,-1.164126523659302082e-02,-1.289337009720923494e-03,-2.229341166581539496e-02,3.074641514097775294e-02,4.827062422297315192e-03,-2.474936309811021085e-03,-1.666292475335598433e-02,-1.397010988923470809e-02,1.806255711263263231e-02,-5.160442622421754222e-02,1.677622832408136658e-02,-1.523249433530809993e-02,4.820244702929962766e-02,2.013028341437882174e-02,1.299091278227512344e-02,2.988999146385792893e-02,-1.548785448523486152e-02,1.463351494806351683e-02,1.931205393493716505e-02,3.127055410733220464e-02,-2.265666036714423376e-02,4.280417307804081778e-02,4.619133579787140786e-02,-1.996509421132462436e-01
1.411825854317054485e-02,-2.377725615178796770e-02,-8.818143033639647133e-03,3.033448740996469439e-02,4.026391870326450489e-03,1.076195795841905847e-02,-2.859173925145935130e-02,-3.310066800564778061e-03,-1.517232099625924480e-02,3.889217841838047557e-02,6.335125539234848224e-03,-9.909781903735259689e-03,-1.101070892365982323e-02,-1.304610630460822929e-02,1.725263260470866200e-02,-6.197868427426103666e-02,1.669404487645478191e-02,3.139850718825276665e-03,4.427854763439328933e-02,5.815822857401634072e-03,1.488950542212637979e-02,1.716771872796721277e-02,-2.107643749134506528e-02,2.197706587014025548e-02,2.762563334417358560e-02,2.935510540846478916e-02,-2.891724186422550691e-02,5.637726013757610177e-02,5.215730069465858432e-02,-6.701639148959258330e-02
1.289092806529439604e-02,-2.402922204547722207e-02,-8.337745151625775009e-03,2.699538629804978940e-02,7.941491832112124172e-03,8.142809950523521856e-03,-3.739274541534959306e-02,-1.202864845998234677e-03,-4.679541421092829612e-03,4.037837891057037554e-02,4.441687442329589341e-03,-1.139524104960162876e-02,-3.400025490200353495e-03,-1.153705322492058413e-02,1.125480318665984282e-02,-5.504552391744276657e-02,1.495455785210737451e-02,5.343638416975715622e-03,4.122030614698315998e-02,3.743477559796606902e-03,1.221746781054475206e-02,2.451117372109373749e-02,-1.662010925406736533e-02,1.758311714477581167e-02,1.123057648941692618e-02,7.051943455432762436e-03,-1.026936042763317014e-02,3.553572721360626768e-02,3.411865077577626304e-02,-2.621963272801950892e-02
1.091675366961848866e-02,-2.418195867719082071e-02,-8.889696692050530480e-03,2.762256343325056318e-02,8.712722822193708083e-03,6.196669456395187403e-03,-3.607018035753419005e-02,8.257297729510199025e-04,-4.882843122648690241e-03,3.818240886887032393e-02,1.783116744459994907e-03,-1.985337179523094520e-04,5.176525039816415319e-04,-1.256941846579216066e-02,4.445122595875421190e-03,-3.617104656696231574e-02,1.194574534980510569e-02,1.795383933401867305e-03,3.508442990729132571e-02,1.184713158851929959e-02,-2.167499930557363619e-03,3.721193708168962777e-02,-1.348599110966380854e-02,1.660407464498560998e-02,-8.501661297460841316e-03,1.071132589197096308e-03,-5.979276349206294472e-03,2.298087486708781310e-02,8.337577734267038326e-03,-1.842618219987398470e-02
8.457734485479288453e-03,-2.516163600015980731e-02,-1.046096222065295844e-02,3.028671275571520605e-02,1.070914218280033525e-02,4.776869696087149286e-03,-3.094827265823421603e-02,2.864193027087435714e-03,-1.125904240353128687e-02,3.465565829937702902e-02,-1.506350763614189292e-03,1.304651118312555313e-02,-2.424404576593430782e-03,-8.898051648639354605e-03,-5.160316508248607992e-03,-2.531314248233235142e-02,1.167648664672820032e-02,-8.928292277550153866e-03,2.678213265399631560e-02,1.634707440440222315e-02,-1.435984084518752979e-02,3.736766167296670660e-02,-1.815950202642606370e-02,1.701607334072580135e-02,-2.883948541298641394e-02,9.425822774832282036e-04,-1.569052743805166017e-02,3.264763074566648382e-02,-1.023824206615782384e-02,3.501865018703810561e-02
6.916728021993182908e-03,-2.614861618223389764e-02,-1.235867856964913483e-02,3.427829337466724302e-02,1.438168606782108672e-02,1.394241211250181467e-03,-2.930644065683349342e-02,4.931412707762566905e-03,-8.793591446770861533e-03,2.463410807059979168e-02,-2.266620838849153774e-03,1.606933846777758301e-02,-5.113500775046103675e-03,-1.802618421869628396e-03,-6.104496419298749421e-03,-2.826156058379619695e-02,9.884180679167284267e-03,-1.479337258618340645e-02,1.976023243167836230e-02,8.899187174029050962e-03,-1.995722176694036606e-02,2.916250821707783158e-02,-2.624738542259173746e-02,1.881572523957467102e-02,-3.314995340839724247e-02,1.106884325074330988e-03,-1.074836958519481689e-02,1.898937658313842869e-02,-1.720816449282264182e-02,-3.352935114582437752e-03
4.606068844525593176e-03,-2.713448737846688510e-02,-1.306313654308748247e-02,3.346899824848718896e-02,2.151215661726668671e-02,9.210787843881018677e-04,-2.808214063173614106e-02,5.527695398455600984e-03,-9.628972545583718359e-03,1.302818454302680229e-02,-3.328352611204482558e-04,2.255743484874347948e-02,-3.757097323814434509e-03,2.704743774614423724e-03,-5.765387638896071754e-03,-3.393469844440528266e-02,3.877704664627265596e-03,-1.276396791182746182e-02,1.806018040419708759e-02,-1.956326859406037205e-03,-3.193159487476141672e-02,2.724267827085157662e-02,-2.014981238291931737e-02,1.851919888504176270e-02,-2.248675109823035020e-02,5.774496613922194821e-03,-2.714646423098843186e-02,9.555883302958201320e-03,-1.970170858268377456e-02,-1.605605141623828169e-02
